6800000,鳥取県,鳥取市,
6800001,鳥取県,鳥取市,浜坂
6800002,鳥取県,鳥取市,浜坂東
6800003,鳥取県,鳥取市,覚寺
6800004,鳥取県,鳥取市,北園
6800005,鳥取県,鳥取市,円護寺
6800006,鳥取県,鳥取市,丸山町
6800007,鳥取県,鳥取市,湯所町
6800008,鳥取県,鳥取市,山城町
6800011,鳥取県,鳥取市,東町
6800012,鳥取県,鳥取市,栗谷町
6800013,鳥取県,鳥取市,江崎町
6800014,鳥取県,鳥取市,馬場町
6800015,鳥取県,鳥取市,上町
6800016,鳥取県,鳥取市,中町
6800017,鳥取県,鳥取市,尚徳町
6800021,鳥取県,鳥取市,材木町
6800022,鳥取県,鳥取市,西町
6800023,鳥取県,鳥取市,片原
6800024,鳥取県,鳥取市,玄好町
6800031,鳥取県,鳥取市,本町
6800032,鳥取県,鳥取市,茶町
6800033,鳥取県,鳥取市,二階町
6800034,鳥取県,鳥取市,元魚町
6800035,鳥取県,鳥取市,新町
6800036,鳥取県,鳥取市,川端
6800037,鳥取県,鳥取市,元町
6800041,鳥取県,鳥取市,掛出町
6800042,鳥取県,鳥取市,庖丁人町
6800043,鳥取県,鳥取市,大榎町
6800044,鳥取県,鳥取市,御弓町
6800045,鳥取県,鳥取市,大工町頭
6800046,鳥取県,鳥取市,元大工町
6800047,鳥取県,鳥取市,上魚町
6800051,鳥取県,鳥取市,若桜町
6800052,鳥取県,鳥取市,鍛冶町
6800053,鳥取県,鳥取市,寺町
6800054,鳥取県,鳥取市,桶屋町
6800055,鳥取県,鳥取市,戎町
6800056,鳥取県,鳥取市,職人町
6800061,鳥取県,鳥取市,立川町
6800062,鳥取県,鳥取市,吉方町
6800071,鳥取県,鳥取市,百谷
6800072,鳥取県,鳥取市,滝山
6800073,鳥取県,鳥取市,小西谷
6800074,鳥取県,鳥取市,卯垣
6800081,鳥取県,鳥取市,岩倉
6800131,鳥取県,鳥取市,国府町高岡
6800132,鳥取県,鳥取市,国府町神垣
6800133,鳥取県,鳥取市,国府町山根
6800134,鳥取県,鳥取市,国府町清水
6800135,鳥取県,鳥取市,国府町谷
6800136,鳥取県,鳥取市,国府町糸谷
6800141,鳥取県,鳥取市,国府町美歎
6800142,鳥取県,鳥取市,国府町麻生
6800143,鳥取県,鳥取市,国府町玉鉾
6800144,鳥取県,鳥取市,国府町岡益
6800145,鳥取県,鳥取市,国府町広西
6800146,鳥取県,鳥取市,国府町町屋
6800151,鳥取県,鳥取市,国府町宮下
6800152,鳥取県,鳥取市,国府町庁
6800153,鳥取県,鳥取市,国府町法花寺
6800154,鳥取県,鳥取市,国府町三代寺
6800155,鳥取県,鳥取市,国府町国分寺
6800156,鳥取県,鳥取市,国府町中郷
6800197,鳥取県,鳥取市,国府町宮下１２２１
6800201,鳥取県,鳥取市,国府町雨滝
6800202,鳥取県,鳥取市,国府町石井谷
6800203,鳥取県,鳥取市,国府町大石
6800204,鳥取県,鳥取市,国府町楠城
6800205,鳥取県,鳥取市,国府町拾石
6800206,鳥取県,鳥取市,国府町栃本
6800207,鳥取県,鳥取市,国府町下木原
6800208,鳥取県,鳥取市,国府町木原
6800211,鳥取県,鳥取市,国府町菅野
6800212,鳥取県,鳥取市,国府町上地
6800213,鳥取県,鳥取市,国府町上上地
6800214,鳥取県,鳥取市,国府町上荒舟
6800215,鳥取県,鳥取市,国府町山崎
6800216,鳥取県,鳥取市,国府町荒舟
6800221,鳥取県,鳥取市,国府町神護
6800222,鳥取県,鳥取市,国府町殿
6800223,鳥取県,鳥取市,国府町中河原
6800224,鳥取県,鳥取市,国府町松尾
6800225,鳥取県,鳥取市,国府町吉野
6800226,鳥取県,鳥取市,国府町新井
6800301,鳥取県,八頭郡八頭町,姫路
6800302,鳥取県,八頭郡八頭町,明辺
6800303,鳥取県,八頭郡八頭町,落岩
6800304,鳥取県,八頭郡八頭町,山志谷
6800305,鳥取県,八頭郡八頭町,麻生
6800306,鳥取県,八頭郡八頭町,野町
6800307,鳥取県,八頭郡八頭町,福地
6800311,鳥取県,八頭郡八頭町,市場
6800312,鳥取県,八頭郡八頭町,覚王寺
6800313,鳥取県,八頭郡八頭町,上津黒
6800314,鳥取県,八頭郡八頭町,下津黒
6800315,鳥取県,八頭郡八頭町,別府
6800316,鳥取県,八頭郡八頭町,篠波
6800400,鳥取県,八頭郡八頭町,
6800401,鳥取県,八頭郡八頭町,上野
6800402,鳥取県,八頭郡八頭町,隼福
6800403,鳥取県,八頭郡八頭町,福井
6800404,鳥取県,八頭郡八頭町,見槻中
6800405,鳥取県,八頭郡八頭町,隼郡家
6800406,鳥取県,八頭郡八頭町,見槻
6800407,鳥取県,八頭郡八頭町,志子部
6800408,鳥取県,八頭郡八頭町,西谷
6800411,鳥取県,八頭郡八頭町,船岡殿
